hs6,hscode,품명,MFN(2순위),잠정세율(2순위),APTA(1순위),FTA세율
870350,8703501110,"Saloon cars of cylinder capacity cylinder not exceeding 1L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703501190,"Complete parts of saloon cars of cylinder capacity cylinder not exceeding 1L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703501910,"Other passenger vehicles of cylinder capacity cylinder not exceeding 1L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703501990,"Complete parts ofOther passenger vehicles of cylinder capacity cylinder not exceeding 1L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502110,"Saloon cars of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502190,"Complete parts of saloon cars of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502210,"Off-road vehicles(4WD)of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502290,"Complete parts of off-road vehicles(4WD) of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502310,"Station wagons(9 seats or less)of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502390,"Complete parts of station wagons(9 seats or less) of cylinder capacity cylinder exceeding 1L but not exceeding 1. 5L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502910,"Other passenger vehicles of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703502990,"Complete parts of other passenger vehicles of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,,
870350,8703503110,"Saloon cars of cylinder capacity cylinder exceeding 1.5L but not exceeding 2L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703503190,"Complete parts of saloon cars of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703503210,"Off-road vehicles(4WD)of cylinder capacity cylinder exceeding 1.5L but not exceeding 2L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703503290,"Complete parts of off-road vehicles(4WD) of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703503310,"Station wagons(9 seats or less)of cylinder capacity cylinder exceeding 1.5L but not exceeding 2L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703503390,"Complete parts of station wagons(9 seats or less) of cylinder capacity cylinder exceeding 1L but not exceeding 1. 5L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703503910,"Other passenger vehicles of cylinder capacity cylinder exceeding 1.5L but not exceeding 2L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703503990,"Complete parts of other passenger vehicles of cylinder capacity cylinder exceeding 1.5L but not exceeding 2L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703504110,"Saloon cars of cylinder capacity cylinder exceeding 2L but not exceeding 2.5L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703504190,"Complete parts of saloon cars of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703504210,"Off-road vehicles(4WD)of cylinder capacity cylinder exceeding 2L but not exceeding 2.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703504290,"Complete parts of off-road vehicles(4WD) of cylinder capacity cylinder exceeding 1L but not exceeding 1.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703504310,"Station wagons(9 seats or less)of cylinder capacity cylinder exceeding 2L but not exceeding 2.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703504390,"Complete parts of station wagons(9 seats or less) of cylinder capacity cylinder exceeding 2L but not exceeding 2. 5L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703504910,"Other passenger vehicles of cylinder capacity cylinder exceeding 2L but not exceeding 2.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703504990,"Complete parts of other passenger vehicles of cylinder capacity cylinder exceeding 2L but not exceeding 2.5L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703505110,"Saloon cars of cylinder capacity cylinder exceeding 2.5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703505190,"Complete parts of saloon cars of cylinder capacity cylinder exceeding 2.5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703505210,"Off-road vehicles(4WD)of cylinder capacity cylinder exceeding 2.5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703505290,"Complete parts of off-road vehicles(4WD) of cylinder capacity cylinder exceeding 2.5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703505310,"Station wagons(9 seats or less)of cylinder capacity cylinder exceeding 2.5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703505390,"Complete parts of station wagons(9 seats or less) of cylinder capacity cylinder exceeding 2. 5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703505910,"Other passenger vehicles of cylinder capacity cylinder exceeding 2.5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703505990,"Complete parts of other passenger vehicles of cylinder capacity cylinder exceeding 2.5L but not exceeding 3L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506110,"Saloon cars of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506190,"Complete parts of saloon cars of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506210,"Off-road vehicles(4WD)of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506290,"Complete parts of off-road vehicles(4WD) of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506310,"Station wagons(9 seats or less)of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506390,"Complete parts of station wagons(9 seats or less) of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506910,"Other passenger vehicles of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703506990,"Complete parts of other passenger vehicles of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703507110,"Saloon cars of cylinder capacity cylinder exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703507190,"Complete parts of saloon cars of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703507210,"Off-road vehicles(4WD)of cylinder capacity cylinder exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703507290,"Complete parts of off-road vehicles(4WD) of cylinder capacity cylinder exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply )",15%,,13.50%,
870350,8703507310,"Station wagons(9 seats or less)of cylinder capacity cylinder exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703507390,"Complete parts of station wagons(9 seats or less) of cylinder capacity cylinder exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703507910,"Other passenger vehicles of cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,
870350,8703507990,"Complete parts of other passenger vehicles of cylinder capacity cylinder exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply )",15%,,13.50%,
870350,8703509010,"Passenger vehicles of other cylinder capacity cylinder exceeding 3L but not exceeding 4L, with compression-ignition internal combustion reciprocating piston engine (with diesel or semidiesel engine), with drive motor (Except for charging by external power supply)",15%,,13.50%,22.50%
870350,8703509090,"Complete parts of passenger vehicles of other cylinder capacity cylinder exceeding 4L, with compression-ignition internal combustion reciprocating piston engine(with diesel or semidiesel engine), with drive motor (Except for charging by external power supply )",15%,,13.50%,22.50%
870360,8703601000,"Of a cylinder capacity not exceeding 1,000 cc",15%,,13.50%,
870360,8703602000,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",15%,,13.50%,
870360,8703603000,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc",15%,,13.50%,
870360,8703604000,"Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc",15%,,13.50%,
870360,8703605000,"Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc",15%,,13.50%,
870360,8703606000,"Of a cylinder capacity exceeding 3,000 cc but not exceeding 4,000 cc",15%,,13.50%,
870360,8703607000,"Of a cylinder capacity exceeding 4,000 cc",15%,,13.50%,
870370,8703701000,"Of a cylinder capacity not exceeding 1,000 cc",15%,,13.50%,22.50%
870370,8703702000,"Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",15%,,13.50%,22.50%
870370,8703703000,"Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,000 cc",15%,,13.50%,22.50%
870370,8703704000,"Of a cylinder capacity exceeding 2,000 cc but not exceeding 2,500 cc",15%,,13.50%,22.50%
870370,8703705000,"Of a cylinder capacity exceeding 2,500 cc but not exceeding 3,000 cc",15%,,13.50%,22.50%
870370,8703706000,"Of a cylinder capacity exceeding 3,000 cc but not exceeding 4,000 cc",15%,,13.50%,22.50%
870370,8703707000,"Of a cylinder capacity exceeding 4,000 cc",15%,,13.50%,22.50%
870380,8703800010,Older manned vehicles equipped only with drive motors,15%,,13.50%,22.50%
870380,8703800090,Other manned vehicles equipped with drive motors only,15%,,13.50%,22.50%
870390,8703900021,"Other motor vehicles designed for transport of person 's , cylinder capacity ≤1L",15%,,13.50%,22.50%
870390,8703900022,"Other motor vehicles designed for transport of person 's , 1.5L<="""" capacity="""">",15%,,13.50%,22.50%
870390,8703900023,"Other motor vehicles designed for transport of person 's , 2L<="""">",15%,,13.50%,22.50%
870390,8703900024,"Other motor vehicles designed for transport of person 's , 2.5L<="""">",15%,,13.50%,22.50%
870390,8703900025,"Other motor vehicles designed for transport of person 's , 3L<="""">",15%,,13.50%,22.50%
870390,8703900026,"Other motor vehicles designed for transport of person 's , cylinder capacity >4L",15%,,13.50%,22.50%
870390,8703900027,"Other motor vehicles designed for transport of person 's , 1L<="""">",15%,,13.50%,22.50%
870390,8703900029,Electronic vehicles and other passenger vehicles which can not distingguished cylinder capacity,15%,,13.50%,22.50%
870390,8703900090,Complete parts of passenger vehicles of subheading No.8703.9000,15%,,13.50%,22.50%
870410,8704103000,Electromobile dumpers for the transport of goods,6%,,,0%
870410,8704109000,Other,6%,,,0%
870421,8704210000,G. v. w. not exceeding 5 tons,15%,,,16.20%
870422,8704223000,"G.v.w. exceeding 5 tons, but notexceeding 14 tons",15%,,13.50%,10.60%
870422,8704224000,"G. v. w. of 14 tons or more, but not exceeding 20 tons",15%,,13.50%,10.60%
870423,8704230010,"Cementing truck, car, fracturing sand mixing truck, coiled tubing unit, liquid nitrogen pump vehicle chassis (gross vehicle weight > 35 tons, installed cab)",15%,10%,,8%
870423,8704230020,"Chassis for crane lorries, lifting capacity≥55tons, with compression-ignition internal combustion piston engine",15%,8%,,8%
870423,8704230030,Special chassis for wreckers truck with total vehicle G. v. w≥31 tons,15%,10%,,8%
870423,8704230090,"Other overweight truck, with compression-ignition internal combustion piston engine (diesel or semi diesel, G. v. w>20 tons)",15%,,,8%
870431,8704310000,G. v. w. not exceeding 5 tons,15%,,,16.20%
870432,8704323000,"G. v. w. exceeding 5 tons, but not exceeding 8 tons",15%,,,10.60%
870432,8704324000,G. v. w. exceeding 8 tons,15%,,,10.60%
870490,8704900000,Other,15%,,,16.20%
870510,8705102100,Of a maxium lifting capacity not more than 50tons,15%,,,8%
870510,8705102200,"Of a maxium lifting capacity exceeding 50tons, but not exceeding 100tons",10%,,,5.30%
870510,8705102300,Of a maxium lifting capacity exceeding 100tons,10%,,,5.30%
870510,8705109100,Of a maxium lifting capacity not more than 50tons,15%,,,8%
870510,8705109200,"Of a maxium lifting capacity exceeding 50tons, but not exceeding 100 tons",10%,,,5.30%
870510,8705109300,Of a maxium lifting capacity exceeding 100 tons,10%,,,5.30%
870520,8705200000,Mobile drilling derricks,12%,,,6.40%
870530,8705301000,Mounted with scaling ladder,3%,,,1.60%
870530,8705309000,Other,3%,,,1.60%
870540,8705400000,Concrete-mixer lorries,15%,,13.50%,8%
870590,8705901000,Radio communication vans,9%,,8.10%,4.80%
870590,8705902000,Mobile radiological units,9%,,8.10%,4.80%
870590,8705903000,Mobile environmental monitoring units,12%,,10.80%,6.40%
870590,8705904000,Mobile clinics,12%,,10.80%,7.80%
870590,8705905100,Airplane charging vehicles (frequency 400Hz),12%,,10.80%,6.40%
870590,8705905900,Other,12%,,10.80%,6.40%
870590,8705906000,"Mobile vehicles for aircraft refuelling, air-conditioning or deicing",12%,,10.80%,6.40%
870590,8705907000,Snow sweep vehicles for cleansing streets or airfield runways,12%,,10.80%,6.40%
870590,8705908000,"Petrolcum well logging trucks, fracturing unit trucks and mixing sand trucks",12%,,10.80%,6.40%
870590,8705909100,Truck mounted concrete pump,12%,,10.80%,6.40%
870590,8705909901,Runway deicing vehicle,12%,10%,10.80%,6.40%
870590,8705909930,"Vehicles for carrying missiles or rockets (specially designed for transporting, handling and launching of ballistic missiles or carrier rockets)",12%,,10.80%,6.40%
870590,8705909990,Other special purpose motor vehicles (other than those principally designed for the transport of person’s or goods),12%,,10.80%,6.40%
870600,8706001000,Chassis fitted of off-highway dumpers,6%,,,4.20%
870600,8706002100,For vehicles g. v. w of 14tons or more,6%,,,5.30%
870600,8706002200,For vehicles g. v. w less than 14 tons,6%,,,5.30%
870600,8706003000,For passenger motor vehicles with 30 seats or more,6%,,,10.60%
870600,8706004000,For crane lorries,6%,,,10.60%
870600,8706009000,Other,6%,,,5.30%
870710,8707100000,For the vehicles of headingNo. 87. 03,6%,,,5.30%
870790,8707901000,"For the vehicles of subheadingNo. 8702. 1092, 8702. 1093, 8702. 9020 or 8702. 9030",6%,,5.40%,5.30%
870790,8707909000,Other,6%,,5.40%,5.30%
870810,8708100000,Bumpers and parts thereof,6%,,5.80%,6.50%
870821,8708210000,Safety seat belts,6%,,,5.30%
870829,8708293000,Windowpane raiser,6%,,5.40%,5.30%
870829,8708294100,Electric,6%,,5.40%,9%
870829,8708294200,Hand-operated,6%,,5.40%,5.30%
870829,8708295100,Side appearance of bodies,6%,,5.40%,6.50%
870829,8708295200,doors,6%,,5.40%,6.50%
870829,8708295300,Bonnets,6%,,5.40%,6.50%
870829,8708295400,Frontal appearance of bodies,6%,,5.40%,6.50%
870829,8708295500,Rear compartment covers(or rear door),6%,,5.40%,6.50%
870829,8708295600,Rear appearance of bodies,6%,,5.40%,6.50%
870829,8708295700,Running-boards,6%,,5.40%,6.50%
870829,8708295900,Other,6%,,5.40%,6.50%
870829,8708299000,Other,6%,,5.40%,9%
870830,8708301000,Mounted brake linings,6%,,,3%
870830,8708302100,"Of the rehicles of heading 87. 01, 8704. 1030 and 8704. 1090",6%,,5.40%,3.20%
870830,8708302900,Other,6%,,5.40%,9%
870830,8708309100,Of the vehicles of heading No. 87. 01,6%,,5.40%,3.20%
870830,8708309200,Of the vehicles of subheading No. 8702. 1091 and 8702. 9010,6%,,5.40%,6.50%
870830,8708309300,Of the vehicles of subheading No. 8704. 1030 and 8704. 1090,6%,,5.40%,3.20%
870830,8708309400,"Of the vehicles of subheading No.8704.2100, 8704. 2230, 8704. 3100 and 8704. 3230",6%,,5.40%,6.50%
870830,8708309500,"Of the vehicles of subheading No.8704.2240, 8704.2300 and 8704.3240",6%,,5.40%,3%
870830,8708309600,Of the vehicles of heading No. 87. 05,6%,,5.40%,5.30%
870830,8708309911,"Electric brake for pure electric or hybrid vehicles (electronic control unit, composed of a brake pedal travel simulator, the brake actuator etc.)",6%,5%,5.40%,6.50%
870830,8708309919,Brakes of other vehicles (including booster brake),6%,,5.40%,6.50%
870830,8708309920,"Electric brakes for fuel vehicles (composed of brake electronic control unit, pedal stroke simulator, brake actuator, etc.)",6%,5%,5.40%,6.50%
870830,8708309990,Parts of brakes for other motor vehicles (including servo-brakes),6%,,5.40%,6.50%
870840,8708401010,Transmission gear box of engine power 65 kW and above for shift tractor,6%,3%,,
870840,8708401090,Transmission and other parts for drive-axles,6%,,,
870840,8708402000,Of the vehicles of subheading No. 8702. 1091 and 8702. 9010,6%,,,
870840,8708403001,"Gear boxes for off-highway dumpers use, troque > 1500Nm",6%,3%,,4.80%
870840,8708403090,Other gear boxes and parts for off-highway dumpers use,6%,,,4.80%
870840,8708404000,"Of the vehicles of subheading No.8704.2100, 8704.2230, 8704.3100 and 8704.3230",6%,,,
870840,8708405000,"Of the vehicles of subheading No. 8704. 2240, 8704. 2300 and 8704. 3240",6%,,,
870840,8708406000,Of the vehicles of heading No. 87. 05,6%,,,
870840,8708409110,Torque converter for automatic transmission of small car,6%,3%,,8%
870840,8708409120,Aluminum spool for automatic transmission of car,6%,3%,,8%
870840,8708409191,Automatic gearshift for other saloon cars,6%,,,8%
870840,8708409199,Parts of automatic gearshift for other saloon cars,6%,,,8%
870840,8708409910,Other gearboxes for other not else where specified vehicles,6%,,,
870840,8708409920,"Torque converters for automatic transmissions of motor vehicles, not elsewhere specified",6%,3%,,
870840,8708409930,"Aluminum spools for automatic transmissions of motor vehicles, not elsewhere specified",6%,3%,,
870840,8708409990,"Parts of gear boxes for other vehicle use, not specified",6%,,,
870850,8708507110,Differential of engine power 65 kW and above for shift tractor,6%,3%,5.40%,3.20%
870850,8708507190,"Drive-axles with differential and parts there of the vehicles of heading No. 87.01, whether or not provided with other transmission",6%,,5.40%,3.20%
870850,8708507201,"Parts of middle and rear drive-axles and parts thereof, axle loading capacity≥10t",6%,,5.40%,9%
870850,8708507291,"Other drive-axles for other buses(with differential, whether or not provided with other transmission components)",6%,,5.40%,9%
870850,8708507299,Parts of drive-axles with differential for other large buses(whether or not provided with other transmission components),6%,,5.40%,9%
870850,8708507300,Of the vehicles of subheading No. 8704. 1030 and 8704. 1090,6%,,5.40%,3.20%
870850,8708507410,"Drive-axles for diesel oil and gasoline light trucks (used by ≤14 ton vehicles listed in 8707. 2100, 2300, 3100 and 3230 and with differential gears)",6%,,5.40%,6.50%
870850,8708507490,"Parts of drive-axles for diesel oil and gasoline light trucks(used by ≤14 tons vehicles of subheading No. 8707. 2100, 2300, 3100 and 3230 and with differential)",6%,,5.40%,6.50%
870850,8708507510,"Drive-axles for other diesel oil and gasoline heavy trucks (referring to vehicles subheading No. 8704. 2240, 8704. 2300 and 8704. 3240)",6%,,5.40%,6.50%
870850,8708507590,"Parts of drive-axles bridges for other diesel oil and gasoline heavy trucks (referring to vehicles subheading No. 8704. 2240, 8704. 2300 and 8704. 3240)",6%,,5.40%,6.50%
870850,8708507610,"Drive-axles for special vehicles(referring to vehicles of heading No. 8705, with differential, whether or not provided transmussion components)",6%,,5.40%,5.30%
870850,8708507690,"Parts of drive-axles for special vehicles(referring to vehicles of heading No. 87. 05, with differential, whether or not provided transmussion components)",6%,,5.40%,5.30%
870850,8708507910,"Drive-axles for unlisted motor vehicles(with differential, whether or not provided transmussion components)",6%,,5.40%,9%
870850,8708507990,"Parts of drive-axles of unlisted motor vehicles (with differential, whether or not provided transmussion components)",6%,,5.40%,9%
870850,8708508100,Of the vehicles of heading No. 87. 01,6%,,,3.20%
870850,8708508200,Of the vehicles of subheading No. 8702. 1091 and 8702. 9010,6%,,,9.70%
870850,8708508300,Of the vehicles of subheading No. 8704. 1030 and 8704. 1090,6%,,,3.20%
870850,8708508400,"Of the vehicles of subheading No. 8704. 2100, 8704. 2230, 8704. 3100 and 8704. 3230",6%,,,5.30%
870850,8708508500,"Of the vehicles of subheading No. 8704.2240, 8704.2300 and 8704.3240",6%,,,5.30%
870850,8708508600,Of the vehicles of heading No. 87. 05,6%,,,5.30%
870850,8708508910,Non-drive-axles for not specified motor vehicles,6%,,,
870850,8708508990,Parts of non-drive-axles for not specified motor vehicles,6%,,,
870870,8708701000,Of the vehicles of heading No. 87. 01,6%,,,3.20%
870870,8708702000,Of the vehicles of subheadings No. 8702. 1091 and 8702. 9010,6%,,,5.30%
870870,8708703000,Of the vehicles of subheadings No. 8704. 1030 and 8704. 1090,6%,,,3.20%
870870,8708704000,"Of the vehicles of subheadings No. 8704. 2100, 8704. 2230, 8704. 3100 and 8704. 3230",6%,,,3%
870870,8708705000,"Of the vehicles of subheadings No. 8704.2240, 8704.2300 and 8704.3240",6%,,,5.30%
870870,8708706000,Of the vehicles of heading No. 87. 05,6%,,,5.30%
870870,8708709100,Of aluminium alloy,6%,,,
870870,8708709900,Other,6%,,,
870880,8708801000,Of the vehicles of heading No. 87. 03,6%,,5.40%,3%
870880,8708809000,Other,6%,,5.40%,3%
870891,8708911000,Water tank radiators,6%,,,5.30%
870891,8708912000,Oil coolers,6%,,,5.30%
870891,8708919000,Other,6%,,,5.30%
870892,8708920000,"Silencers (mufflers) and exhaust pipes, parts therof",6%,,,
870893,8708931010,Clutch of engine power 65 kW and above for shift tractor,6%,3%,,3.20%
870893,8708931090,"Drive-axles with Clutch and parts there of the vehicles of heading No. 87.01, whether or not provided with other transmission",6%,,,3.20%
870893,8708932000,Of the vehicles of subchoemadpionngesnNtso.. 8702. 1091 and 8702. 9010,6%,,,6.50%
870893,8708933000,Of the vehicles of subheadings No. 8704. 1030 and 8704. 1090,6%,,,3.20%
870893,8708934000,"Of the vehicles of subheadings No.8704.2100 , 8704.2230, 8704.3100 and 8704.3230",6%,,,5.30%
870893,8708935000,"Of the vehicles of subheadings No.8704.2240, 8704.2300 and 8704.3240",6%,,,6.50%
870893,8708936000,Of the vehicles of heading No. 87. 05,6%,,,6.50%
870893,8708939000,Other,6%,,,
870894,8708941000,Of the vehicles of heading No. 87. 01,6%,,,3.20%
870894,8708942001,Parts of steering boxes for the buses with 30 seats or more,6%,,,5.30%
870894,8708942090,"Other steering wheels, steering columns and parts thereof for large buses",6%,,,5.30%
870894,8708943000,Of the vehicles of subheadings No. 8704. 1030 and 8704. 1090,6%,,,3.20%
870894,8708944000,"Of the vehicles of subheadings No. 8704. 2100, 8704. 2230, 8704. 3100 and 8704. 3230",6%,,,5.30%
870894,8708945001,Redirector components of diesel oil trucks whose weight≥14 tons,6%,,,5.30%
870894,8708945090,"Steering wheels, steering columns, steering boxes and parts thereof for the vehicles of subheading No. 8704. 2240, 8704. 2300 and 8704. 3240",6%,,,5.30%
870894,8708946000,Of the vehicles of heading No. 87. 05,6%,,,5.30%
870894,8708949001,"Steering wheels, steering columns, steering boxes and thereof parts, with electric power steering system",6%,,,
870894,8708949090,"Steering wheels, steering columns, steering gears and thereof parts for other unlisted motor vehicles",6%,,,
870895,8708950000,Safety air-bags with inflater system;parts thereof,6%,,5.40%,9%
870899,8708991000,Of the vehicles of heading No. 87. 01,6%,,,1.80%
870899,8708992100,Frames,6%,,,16.20%
870899,8708992900,Other,6%,,,16.20%
870899,8708993100,Frames,6%,,,3.20%
870899,8708993900,Other,6%,3%,,3.20%
870899,8708994100,Frames,6%,,,16.20%
870899,8708994900,Other,6%,,,16.20%
870899,8708995100,Frames,6%,,,5.30%
870899,8708995900,Other,6%,,,5.30%
870899,8708996000,Of the vehicles of heading No. 87. 05,6%,,,4.50%
870899,8708999100,Frames,6%,,,5.30%
870899,8708999200,Transmission shafts,6%,,,5.30%
870899,8708999910,"Transmission device of hybrid electric vehicle and part (made of generators, motor and power spilt device, of vehicles of subheading No. 87. 01 to 87. 04)",6%,,,5.30%
