HS6,HSCODE,NM_EN,NM_KO
911190,9111901000,precious metal metal clad precious metal ,귀금속으로 만든 것이나 귀금속을 입힌 금속으로 만든 케이스
911220,9112200000,cases ,케이스
911310,9113100000,precious metal metal clad precious metal ,귀금속으로 만든 것이나 귀금속을 입힌 금속으로 만든 것
911320,9113200000,base metal gold- silver- plated ,비금속(卑金屬)으로 만든 것(금이나 은을 도금하였는지에 상관없다)
911390,9113902000,leather composition leather ,가죽이나 콤퍼지션레더로 만든 것
911410,9114100000,springs including hair-springs ,스프링(헤어스프링을 포함한다)
911430,9114300000,dials ,문자판
911440,9114400000,plates bridges ,지판과 브리지(bridge)
920110,9201100000,upright pianos ,업라이트(upright) 피아노
920110,9201101000,automatic ,자동식
920120,9201200000,grand pianos ,그랜드 피아노
920190,9201901000,harpsichords ,하프시코드(harpsichord)
920210,9202101000,violins ,바이올린
920210,9202102000,violoncellos ,첼로
920290,9202901000,guitars ,기타
920290,9202901000,ukulele ,
920290,9202902000,harps ,하프
920290,9202903000,mandolines ,만도린
920290,9202904000,banjo ,밴조(banjo)
920510,9205101000,trumpets ,트럼펫
920510,9205102000,trombones ,트럼본
920590,9205901010,flutes ,플루트
920590,9205901020,clarinets ,클라리넷
920590,9205901030,saxophones ,색소폰
920590,9205901040,recorder ,리코더(recorder)
920590,9205902010,pipe organs ,파이프 오르간
920590,9205902020,reed organs ,리드 오르간
920590,9205903020,melodicas ,멜로디카
920590,9205904000,mouth organs ,하모니카
920600,9206001000,drums ,북
920600,9206002000,xylophones ,목금
920600,9206003000,cymbals ,심벌
920600,9206004000,castanets ,캐스터네츠
920600,9206005000,maracas ,마라카스(maracas)
920600,9206006000,tambourine ,탬버린
920710,9207101000,organs including synthesizers ,오르간(신디사이저를 포함한다)
920710,9207101000,casio digital piano electronic organ ,
920710,9207101000,organ electric allen mds cmd speaker system watt ,
920710,9207102000,synthesizer portaton ,
920710,9207102000,electronic keyboard ,
920710,9207103000,pianos ,피아노
920710,9207109000,keyboard controller roland ,
920790,9207901000,electric guiter wealth ,
920790,9207902000,accordions ,아코디언
920790,9207903000,rhythm box ,리듬박스
920810,9208100000,musical boxhand orgel ,
920810,9208100000,musical ornament ,
920810,9208100000,musical boxes ,뮤지컬박스
920890,9208901000,fairground organs ,페어그라운드 오르간(fairgroundorgan)
920890,9208902000,mechanical street organs ,메커니컬 스트리트 오르간(mechanical street organ)
920890,9208903000,mechanical singing birds ,기계식 자명조(singing bird)
920890,9208904000,musical saws ,뮤지컬소(musical saw)
920930,9209301000,metal wire ,금속선으로 만든 것
920991,9209910000,parts accessories pianos ,피아노의 부분과 부속
920992,9209920000,parts accessories musical instruments heading ,제9202호 악기의 부분과 부속
920994,9209940000,parts accessories musical instruments heading ,제9207호 악기의 부분과 부속
920994,9209940000,machine head electric guitar ,
920999,9209991000,musical movements ,뮤지컬 무브먼트의 것
920999,9209992000,metronomes tuning forks pitch pipes kinds ,박절기(metronom)ㆍ소리굽쇠와 각종 조율관(調律管)
920999,9209993000,mechanisms musical boxes ,뮤지컬 박스용 메커니즘
930120,9301200000,rocket launchers flame-throwers grenade launchers tubes similar projectors ,"로켓발사기, 화염발사기, 유탄발사기, 어뢰발사관과 이와 유사한 발사장치"
930120,9301200000,mine dispenser landmine sprayer ,
930120,9301200000,decoy system anti-inductive deception system ,
930190,9301901000,automatic shotguns ,완전자동 산탄총
930190,9301902010,bolt action ,노리쇠작동
930190,9301902030,automatic ,완전자동
930190,9301903000,machine-guns ,기관총
930190,9301904010,automatic pistols ,완전자동 피스톨(pistol)
930200,9302009010,revolvers ,리볼버(revolver)
930200,9302009021,semi-automatic ,반자동
930200,9302009030,pistols multiple barrel ,피스톨(pistol)(다열총열)
930310,9303100000,muzzle-loading firearms ,총구장전 화기
930320,9303201020,shotguns multiple barrel including combination guns ,산탄총(다열총열)(산탄총과 라이플(rifle) 기능이 결합된 것은 포함한다)
930320,9303209011,pump-action ,펌프작동
930330,9303309010,single-shot ,단발
930390,9303900000,imitation rifle model pistol ,
930390,9303900000,firearms similar devices firing explosive charge boulder buster ,
930400,9304001000,air guns ,공기총
930400,9304001000,paintball marker tkps paintball gun ,
930400,9304009000,pepper spray ,
930400,9304009000,body protect ,
930400,9304009000,wasabia spray selfprotection shamar ,
930400,9304009000,air gun cressisub star ,
930400,9304009000,personal protection divice defence spray ,
930400,9304009000,personal protection divice pepper spray ,
930510,9305101080,slides pistols cylinders revolvers ,슬라이드[피스톨(pistol)용]와 실린더[리볼버(revolver)용]
930510,9305109060,silencers sound moderators parts thereof ,소음기와 그 부분
930510,9305109070,butts grips plates ,개머리판ㆍ손잡이ㆍ플레이트
930510,9305109080,slides pistols cylinders revolvers ,슬라이드(피스톨용)와 실린더(리볼버용)
930520,9305201000,shotgun barrels ,산탄총의 총열
930520,9305209010,rifle barrels ,라이플 총열
930520,9305209020,magazines parts thereof ,탄알집과 그 부분
930591,9305911010,firing mechanisms ,격발장치
930591,9305911020,frames receivers ,프레임과 총몸
930591,9305911030,barrels ,총열
930591,9305911040,pistons locking lugs gas buffers ,피스톤ㆍ잠금러그(locking lug)ㆍ가스완충기
930591,9305911070,flash eliminators parts thereof ,소염기와 그 부분
930591,9305911080,breeches bolts gunlocks carriers ,브리치(breech)ㆍ노리쇠와 노리쇠집
930591,9305911090,chute ammunition ,
930591,9305911090,chute section ammunition ,
930591,9305911090,lcc link case collector belgium ,
930621,9306210000,cartridges ,탄약
930630,9306301000,cartridges riveting similar tools captive-bolt humane killers parts thereof ,리베팅용이나 이와 유사한 공구용ㆍ무통 도살기용 탄약과 이들의 부분
930690,9306900000,projectiles ,
930700,9307000000,mongolian traditional decoration mongolia ,
930700,9307000000,swords cutlasses bayonets lances similar arms parts thereof scabbards sheaths therefor ,"검류ㆍ창과 이와 유사한 무기, 이들의 부분과 집"
940110,9401100000,seats kind used aircraft ,항공기용 의자
940120,9401200000,seat completedrivernovus ,
940120,9401200000,seats kind used motor vehicles ,차량용 의자
940120,9401200000,seats kind used motor vehicles seat assy ,
940140,9401409000,seats convertible bed rockernapper ,
940140,9401409000,chair day night sitting sofa bed ,
940140,9401409000,high low bed chair sonaba turn ,
940159,9401591000,cane ,등나무로 만든 것
940161,9401611000,sofa set czechoslovakia ,
940161,9401619000,ottoman ,
940169,9401691000,covered leather ,가죽으로 덮어씌운 것
940169,9401699000,lander dining set ,
940169,9401699000,dining set ,
940171,9401710000,music health system armchair body sonic ,
940171,9401711000,other seats metal frames seat ,
940171,9401719000,new bellamo semin leather upholstery ,
940171,9401719000,chair lift truck seat operator grammer full opt ,
940171,9401719000,seat kab seating suspension strokeheadrest forklift truck seat seating kab suspension stroke armrestseat beltheadrest wheel loaderexcavator ,
940171,9401719000,seat kab seating suspension strokeheadrest forklift truck seat seating kab suspension stroke armrestseat beltheadrest wheel loaderexcavator ,
940171,9401719000,jumperoo other chair transactions ,
940171,9401719000,other seats metal frames upholstered item rabbit vibrator ,
940171,9401719000,zcm sitting chair ,
940171,9401719000,other seats metal frames healthy care item baby chair ,
940179,9401799000,babysitter balance babybjorn ,
940179,9401799000,other seats metal frames stool students ,
940180,9401801000,stone ,석재로 만든 것
940180,9401809000,donut sofa ,
940180,9401809000,backjoy sit smart posture ,
940180,9401809000,ubl plastic chair shack ,
940180,9401809000,seats chair ,
940180,9401809000,baby seat jellymom grand ,
940180,9401809000,bathing system ,
940180,9401809000,chn spacesaver jumperoo asia ,
940180,9401809000,seating system storage audience system ,
940180,9401809000,seating system storage audience system ,
940180,9401809000,other seats healthy care seat item baby tray ,
940180,9401809000,sports ball ottoman ,
940180,9401809000,seat pogni food tray ,
940180,9401809000,stool ,
940180,9401809000,bfb sitmeup floor seat ,
940180,9401809000,child chair vehicles ,
940180,9401809000,backjoy sitsmart relief bjrlf ,
940180,9401809000,seating system fullautomatic telescope seating system seat ,
940180,9401809000,backjoy sitsmart posture bjpps ,
940180,9401809000,backjoy smart relief ,
940180,9401809000,other seats sitsmart max ,
940180,9401809000,inflatable baby seat airy baby chair baby chair ,
940180,9401809000,animal kids shark blue grey ,
940180,9401809000,bean bag csf sofa point bean bag green ,
940180,9401809000,backjoy sitsmart bjgel ,
940190,9401902000,frame assybrkt assy rhrr ,
940190,9401902000,way actuactor ass ,
940190,9401902000,frm assy frt side ,
940190,9401902000,adjustable damper germany ,
940190,9401902000,bar cross cushion front crossmember ,
940190,9401902000,frame complete frame ,
940190,9401902000,flange sidemember ,
940190,9401902000,bracket pole guide rear seat assy ,
940190,9401902000,flange fix ods ,
940190,9401902000,brktfr seat ,
940190,9401902000,set brkt assydrv inr ,
940190,9401902000,oil damper ,
940190,9401902000,gas spring ,
940190,9401902000,headrest frame assembly ,
940190,9401902000,damper aadjustable ,
940190,9401902000,frame cushion mhp pow ,
940190,9401902000,conn pipeheight ,
940190,9401902000,cush panel assy ,
940190,9401902000,conn pipeheight ,
940190,9401902000,link assy ,
940190,9401902000,towel bartrack ,
940190,9401902000,parts seats support bracket assembly ,
940190,9401902000,parts seats connector bracket assembly ,
940190,9401902000,frame assybrkt assy lhrr ,
940190,9401902000,seat extension pden ,
940190,9401902000,base assy mnl normalotr ,
940190,9401902000,pumpg device hma ,
940190,9401909000,bezel arm rest upr ,
940190,9401909000,assy sback rmt fldg lhrh ,
940190,9401909000,auto cable assy uma ,
940190,9401909000,trm fcr pvp ,
940190,9401909000,parts seats shield asm frtlh ,
940190,9401909000,guide sleeve ,
940190,9401909000,holder side ,
940190,9401909000,ext module cush ext phw ,
940190,9401909000,hsg assysback rmt fldg wkbgg ,
940190,9401909000,ctr arest ,
940190,9401909000,folding ,
940190,9401909000,parts seats kind used motor vehicles ,
940190,9401909000,kneeguardkids common sense ,
940190,9401909000,end cover head rest ,
940190,9401909000,frame assy rear cushion gsv ,
940190,9401909000,air spring assy ,
940190,9401909000,seat frame ,
940190,9401909000,upr cvr ,
940190,9401909000,assy seat remote folding ,
940190,9401909000,chair cover beanbag chair coverab ,
940190,9401909000,cable assyseat remot foldg lrh santa ,
940190,9401909000,trim fcfbl pwr tpu pag lag lag ,
940190,9401909000,coverg assyfs rhaleather ,
940190,9401909000,blow assembly ,
940190,9401909000,parts motor vehicle seats latch vfhmc ,
940190,9401909000,assy console ,
940190,9401909000,seat insulator pucar vongo truck ,
940190,9401909000,parts motor vehiclesventilation bag ,
940190,9401909000,parts seats assy ,
940190,9401909000,duct assy frt seat ,
940190,9401909000,parts seats garnish seat cush ,
940190,9401909000,chrome garnishbezel lamp ,
940190,9401909000,parts seats inr cover asm frtlh ,
940190,9401909000,sprg frm ,
940190,9401909000,board seat ,
940190,9401909000,assyfseat wlvr ,
940190,9401909000,cover assy ,
940190,9401909000,khpu rest ,
940190,9401909000,insulator seat frame ,
940190,9401909000,mat assy seat cush lhp ,
940190,9401909000,duct assy seat ,
940190,9401909000,shield cover otr nbc ,
940210,9402101010,dentists＇ chairs ,치과용 의자
940210,9402101020,optical chairs ,안과용 의자
940210,9402109010,barbers beauty shop＇s chairs ,이발용ㆍ미용실용 의자
940290,9402901000,operating tables ,수술대
940290,9402902000,gynecologic tables ,산부인과용 검진대
940290,9402903000,delivery tables ,분만대
940290,9402908000,sound pressure carrier ,
940290,9402908000,medical furniture bcfif yuiu type attachment cardalog ,
940290,9402908000,automatic defecation disposal hengare ,
940310,9403100000,metal furniture kind used offices ,금속으로 만든 사무실용 가구
940320,9403201000,beds ,침대
940320,9403201000,folding bed ,
940320,9403209000,other metal furniture mobile transport ,
940320,9403209000,gunnern lockable red ,
940320,9403209000,wall stor knob ,
940320,9403209000,dustproof makeup ,
940320,9403209000,ice storage bin ,
940320,9403209000,rack jit ,
940320,9403209000,bwor door storage shelf ,
940320,9403209000,other metal furniture cabinets manufacturing unmanned delivery systems ,
940320,9403209000,mhe cubicle iron ,
940320,9403209000,hood ,
940320,9403209000,washing machine shelf ,
940320,9403209000,drawer roller cabinet ,
940320,9403209000,stocker ,
940320,9403209000,computer steel cabinet metro meddispense series base ,
940320,9403209000,shower changer british ,
940320,9403209000,basket rack ,
940320,9403209000,industrial shelf rack ,
940320,9403209000,tool box sstdhh series toolbox ,
940320,9403209000,metal furnituregrid cube set artno ,
940320,9403209000,steel speaker steel audio cabinet ,
940320,9403209000,stocker belt storage box ,
940320,9403209000,grundtal trolley stainless steel ,
940320,9403209000,digital podiumelf series ,
940320,9403209000,steel movable stand ,
940320,9403209000,mold rack mold storage unit ,
940320,9403209000,home metal home metal short shelf ,
940320,9403209000,joinone johbmultipurpose storage box ,
940320,9403209000,grundtal laundry bagcst stsblack ,
940320,9403209000,smart deskasd ,
940320,9403209000,ark hanger rail hooks bar bracket set ,
940320,9403209000,ark bar stand ,
940320,9403209000,esth mobile power electronic blackboard holder ,
940320,9403209000,mobile stand electronic blackboard holder ,
940320,9403209000,other metal furniture work table ,
940320,9403209000,other metal furniture grack constant temperature humidity dustproof rack standard ,
940320,9403209000,tool tables csworkstation ,
940320,9403209000,touch locker traka touch locker ,
940320,9403209000,other metal furniture tools vending machine israel ,
940320,9403209000,rice box ,
940320,9403209000,mkw metal kitchen wagon ,
940320,9403209000,metal shelf ,
940320,9403209000,netaccess cabinet rackn ,
940320,9403209000,other metal furniture otw foldable wagon ,
940320,9403209000,umbrella stand ,
940320,9403209000,grundtal towel hangershelf ,
940320,9403209000,rack frame assy ,
940320,9403209000,tool pick tpu ,
940320,9403209000,rack shelving rack krem loving home metal range ,
940320,9403209000,home shoes home metal shoes shelf ,
940320,9403209000,metal rack nonmetallic shelf ,
940330,9403301000,desks ,책상
940330,9403301000,office desk dvf ,
940340,9403401000,dinner tables ,식탁
940340,9403401000,removable stool table ,
940340,9403409000,other wooden furniture kind used kitchen oven ,
940350,9403501000,adjustamagic bed ,
940350,9403501000,magnicence bed united kingdom ,
940350,9403509000,dresser mirror dresser ,
940360,9403609010,stationery chests ,문갑
940360,9403609020,dressing tables ,화장대
940360,9403609020,place children dresser ,
940360,9403609030,dressers wardrobes ,장롱
940360,9403609090,cabinet clock clock ,
940360,9403609090,meritable potable folding table outdoor cooking ,
940360,9403609090,student desk ,
940360,9403609090,bookcase adjustment tariff status ,
940360,9403609090,table czechoslovakia ,
940360,9403609090,wooden rack clbch ,
940360,9403609090,socrates stacking reversible shelf cmt multi-stage shelf bookcase ,
940360,9403609090,classroom chair world pack chair ,
940360,9403609090,other wooden furniture drawer set wooden rack pdhwhwh cxy pdh hmm ,
940360,9403609090,qubic pdblwh ,
940360,9403609090,cbbox fpi ,
940360,9403609090,cbbox drawer hpi ,
940360,9403609090,cbbox fwh ,
940360,9403609090,other wooden furniture box hmm ,
940360,9403609090,other wooden furniture wooden rack door pdwhwh hmm ,
940360,9403609090,other wooden furniture wooden rack hmm ,
940360,9403609090,hutch desk ,
940360,9403609090,karlstad footstool blekinge white ,
940360,9403609090,other wooden articles altar ,
940360,9403609090,other wooden articles souju ushi daihoushi ,
940360,9403609090,socrates stacking reversible shelf cmt multi-stage shelf bookcase ,
940360,9403609090,varnished drawing display easel wooden cmwx cmlx cmh ,
940360,9403609090,varnished drawing easel wooden cmwx cmh state ,
940360,9403609090,dining cassone ,
940360,9403609090,light step table logo gymboree ,
940360,9403609090,rack ,
940360,9403609090,pax wardrobe frame white ,
940360,9403609090,wood hutch catalina desk large hutch ,
940360,9403609090,other wooden furniture student desk ,
940360,9403609090,wall shelf wall shelf oak color ,
940360,9403609090,built-in sliding field torso side plate plate ceiling plate ,
940360,9403609090,dining cassone ,
940370,9403700000,computer system table console strata console skd ,
940370,9403700000,asvel brand unit wagon item ,
940370,9403701000,baby＇s step training ,보행기
940370,9403709000,bumpermat ,
940370,9403709000,bumper mat ,
940370,9403709000,other articles plastics lifetime gallon outdoor storage box ,
940370,9403709000,home locker wide ,
940370,9403709000,laundry basket rack btr ,
940370,9403709000,keter rockwood storage box israel ,
940370,9403709000,plastic storage box ,
940370,9403709000,bump bumpermat set ,
940370,9403709000,plastic furniture multipurpose organizer cube set ,
940370,9403709000,storage case cylindrical plastic storage area ,
940370,9403709000,furniture plastic lifetime personal folding table ,
940380,9403800000,shelf storage box pedestal clothes put ,
940380,9403800000,audio video rack ,
940380,9403800000,garderobe ,
940381,9403810000,bamboo rattan ,대나무나 등나무로 만든 것
940382,9403820000,bamboo ,대나무로 만든 것
940383,9403830000,rattan ,등나무로 만든 것
940389,9403890000,bumper bed set ,
940389,9403890000,bumper bed ,
940389,9403890000,desk chair set robocar table ,
940389,9403890000,bumper bed ,
940389,9403890000,bumper bed set ,
940390,9403900000,lonset bed base ,
940390,9403900000,electric table ,
940390,9403900000,electric table ,
940390,9403900000,cabinet body channel nano ,
940390,9403900000,antonius frame white ,
940390,9403900000,melltorp ufrm white ,
940390,9403900000,other parts furniture moovit chassis ,
940410,9404100000,mattress supports ,매트리스 서포트(mattress support)
940421,9404210000,latex foam mattress ,
940421,9404210000,memory foam mattress ,
940421,9404210000,mattress trifoldmattress ,
940421,9404210000,bed assemblynovus ,
940421,9404210000,latex mattress block completed cutting blocks production latex mattress block arc mold joining other blocks ,
940421,9404210000,cellular rubber plastics covered ,셀룰러 고무나 플라스틱으로 만든 것(피복하였는지에 상관없다)
940429,9404290000,spring mattress hfp ,
940429,9404290000,heating pad nuga ,
940429,9404290000,heating mat ,
940429,9404290000,functional thermal mattress ,
940430,9404300000,sleeping bags ,침낭(sleeping bag)
940490,9404900000,far-infrared health electronics ,
940490,9404900000,new born baby blue stripe ,
940490,9404900000,health year residence ,
940490,9404900000,bio ceramic health pad ,
940490,9404900000,plush chair ,
940490,9404900000,bed sheet ,
940490,9404900000,mesh cushion ,
940490,9404900000,mat ,
940490,9404900000,quilt ,
940490,9404900000,lava seat heated seat cushion thermal pack cushion ,
940490,9404900000,article bedding similar furnishing single mattress cover ,
940490,9404900000,quilt grace ,
940490,9404900000,dikinmon cushion ,
940490,9404900000,led cushion ,
940490,9404900000,healing stone sericite mat ,
940490,9404900000,bedclothes pillow ,
940490,9404900000,articles bedding similar furnishing portable baby caliwave ,
940490,9404900000,pillowphonic relaxation system ,
940490,9404900000,pillow buckwheat pillow ,
940490,9404900000,healthy amethyst pillow ,
940490,9404900000,beanbag mini sofa beanback pink ,
940490,9404900000,articles bedding similar furnishing air mat ,
940490,9404900000,mesh seat cushion ,
940490,9404900000,article bedding similar furnishing stroller liner rain flower ,
940490,9404900000,cushion square cool cushion ,
940490,9404900000,heating pad dhv ,
940490,9404900000,article bedding similar furnishing cooling seatbke ,
940490,9404900000,quilt flowerpot garden ,
940490,9404900000,mat patch washing lug ,
940490,9404900000,mini mat smupuss size mini-mat ,
940490,9404900000,mesh mat ,
940490,9404900000,comforter comporter ,
940490,9404900000,coccyx cushion forpapa ,
940490,9404900000,fabric ball-pull rocket starry total fabric ball-pool ,
940490,9404900000,kneeguard kids car seat protector car seat protection mat ,
940490,9404900000,blackcan outdoor hot water mat ,
940490,9404900000,stroller inner seat ,
940490,9404900000,cushion stool cvr yellow ,
940510,9405101000,filament lamps ,필라멘트 램프의 것
940510,9405102000,fluorescent lamps ,형광램프의 것
940510,9405103000,led tube light pta ,
940510,9405103000,led light panel ,
940510,9405103000,led lds early balloon ,
940510,9405103000,ceiling lightllfml ,
940510,9405103000,light-emitting diode led ,발광다이오드(엘이디)의 것
940510,9405103000,led ldval bat ledv registrar ,
940510,9405103000,led modules ,
940510,9405103000,light partsteelplate pcb ,
940510,9405103000,led ledrl modules ,
940510,9405103000,srl showerhead mounting ,
940510,9405103000,coelux ,
940510,9405103000,led track light type opening ceiling attachment ,
940510,9405103000,led flat panel epl ,
940510,9405103000,led tube sfl ,
940510,9405103000,led factory light pfa ,
940510,9405103000,led light ,
940510,9405103000,led lsl rmk registrar ,
940510,9405103000,led high bay light sfd ,
940510,9405103000,led panel lightmaxlight slim ,
940510,9405103000,led jsle early balloon ,
940510,9405103000,led jsldw modules ,
940510,9405103000,lighting fixture lsl rmk ,
940510,9405103000,led whcl cap fluorescent spectroscope ,
940510,9405103000,led lighting fitting panel ,
940510,9405109000,chandelier republic ,
940510,9405109000,led cotton tides ,
940520,9405201000,decorative rain lamp ,
940520,9405203000,toy block boxtwipea light box ,
940520,9405203000,usb salt lamp ,
940520,9405203000,shape changes assembling shape-changing mood ,
940520,9405203000,shape-changing delight ,
940520,9405203000,art art lamp ,
940520,9405203000,candle light chime campanello solo ,
940520,9405203000,electric table bedside lamps lightemitting diode led puuonn emotional fragrance frame ,
940520,9405209000,eye storm ,
940520,9405209000,lamp decorative ,
940540,9405401000,anti-explosive type ,방폭형
940540,9405402000,led light fitting wdyrw hwn exposed flood spectrometer ,
940540,9405402000,work light ultra ,
940540,9405402000,ledn gsla juentibank asymmetry ,
940540,9405402000,flood type ,투광형
940540,9405403000,ksbld ,
940540,9405403000,loop type wind power street lighting mrw ,
940540,9405403000,street type ,가로등의 것
940540,9405409000,strip light glhr ,
940540,9405409000,sub flash assy kbschv ,
940540,9405409000,lighting fixturedim slim lamp dsl nnt ,
940540,9405409000,light module ,
940540,9405409000,base lybsb ,
940540,9405409000,base lybsb ,
940540,9405409000,cellular phone accessory cellite ,
940540,9405409000,led point lamp ,
940540,9405409000,deco lamp lighting system ,
940540,9405409000,spotlightsun beam ,
940540,9405409000,solar sensor light ,
940540,9405409000,infrared automatic security light ,
940540,9405409000,led degree mrs hmm ,
940540,9405409000,led small solar pathway lig ,
940540,9405409000,cellite mobile phone accessory award ,
940540,9405409000,early balloon fluorescent lamp ,
940540,9405409000,lighting fixture deco lamp nnt electric early balloon ,
940540,9405409000,light source box modellsb ,
940540,9405409000,copic tracer ,
940540,9405409000,slk uhb sidelooker ,
940540,9405409000,ledlandscape group ,
940540,9405409000,solar ,
940540,9405409000,zhaga modules ,
940540,9405409000,led sophie ruby sketchbook ,
940540,9405409000,led unit unicorn gundam ,
940540,9405409000,lamps usb led usb millet lamp yrxm ,
940540,9405409000,lamp ,
940540,9405409000,duo lunadls ,
940540,9405409000,assy light bowl ,
940540,9405409000,lamp ,
940540,9405409000,plate ,
940540,9405409000,led light stick assy enhypen offical light stick ver ,
940540,9405409000,led bar ,
940540,9405409000,module ,
940540,9405409000,atk uhb sidelooker ,
940540,9405409000,feeled diva dual ddp ddp ,
940540,9405409000,led module pcb assy ,
940540,9405409000,led module psdr ,
940540,9405409000,led bulbs coo ,
940540,9405409000,lighting fixture deco lamp electric early balloon ,
940540,9405409000,led ,
940540,9405409000,light lfxv ,
940540,9405409000,tayo micro tms hmm ,
940540,9405409000,lighting fixturehp slim lamp nnt ,
940540,9405409000,timi tis ,
940540,9405409000,flat panel hmm ,
940540,9405409000,led module ,
940540,9405409000,led lamp deco mesh ,
940540,9405409000,lighting fixturedim slim line lamp dsll ,
940550,9405500000,house candle holder ,
940550,9405500000,non-electrical lamps lighting fittings ,비전기식 램프와 조명기구
940560,9405601000,neon tubes ,네온관의 것
940560,9405609000,true color display cps sld ,
940560,9405609000,light panel ,
940560,9405609000,full color board panel type panel type ,
940560,9405609000,led display system slsof display sign board ,
940560,9405609000,diamond vision mark mitsubishi priest ,
940591,9405911000,chandeliers ,샹들리에용
940599,9405999000,steel article cover ,
940599,9405999000,part lamps lighting fittings sharing delight shape change tank light god ,
940599,9405999000,parts lamps lighting fittings highbay heatsink generation ,
940599,9405999000,fluorescent ceiling light bodyjcy ,
940599,9405999000,lamp support function reflector dragon lamp ,
940599,9405999000,bodyndv body magnet ,
940599,9405999000,bodylsl body ,
940599,9405999000,bodytun body ,
940600,9406001000,log house assembly hand log house ,
940600,9406001000,beachhut unassembled form ,
940600,9406009010,prefabricated toilet ,
940600,9406009020,unit toilet ,
940600,9406009020,xrider cabin xrider ver ,
940600,9406009090,hotcell radioactive shielding device ,
940690,9406901000,prefabricated warehouse ,
940690,9406902000,iron steel ,철강으로 만든 것
940690,9406909000,prefabricated buildings garden ,
950300,9503001100,smart trike ,
950300,9503001100,children＇s tricycles ,어린이용 세발자전거
950300,9503001200,kickboard bubble function ,
950300,9503001200,scooter town eftitane ,
950300,9503001200,scooter town efwhite ,
950300,9503001200,scooters ,스쿠터
950300,9503001300,pedal cars ,페달차
950300,9503001400,dolls＇ carriages ,인형용 차
950300,9503001800,dump truck red dtr ,
950300,9503001800,kid balance bike ,
950300,9503001800,toddle ride ,
950300,9503001800,chidrens car hiroad mini ,
950300,9503001800,bicycle toy ,
950300,9503001800,poly-sprinka street ,
950300,9503001800,childrens car hiroadb ,
950300,9503001800,children toy car maxroad ,
950300,9503001800,childrens car childrens car ,
950300,9503001800,prairie wagon ,
950300,9503001800,rpiv family train ,
950300,9503001900,kids car ,
950300,9503001900,rptiv family train trailer ,
950300,9503001900,parts accessories ,부분과 부속
950300,9503002110,textile materials ,방직용 섬유재료로 만든 것
950300,9503002120,rubbers ,고무로 만든 것
950300,9503002130,brb core doll fashionista ,
950300,9503002130,wwe collection big show action figure ,
950300,9503002130,kong doll headbaby body ,
950300,9503002130,plastics ,플라스틱으로 만든 것
950300,9503002130,figure avatar album ,
950300,9503002160,wooden toymagnetic wooden toy daisy girl ,
950300,9503002910,garments accessories footwear headgear ,"인형용 의류와 부속, 신발과 모자"
950300,9503002910,magic bottle little princess kongsooni ,
950300,9503003110,electric trains ,전기식 기차
950300,9503003110,hem ,
950300,9503003110,magformers creative rail set ,
950300,9503003200,reduced-size model assembly kits working models excluding subheading ,"축소모형의 조립용 키트(작동하는 것인지는 상관없으며, 제9503.00.31호의 것은 제외한다)"
950300,9503003200,sucker punch ,
950300,9503003300,other construction sets constructional toys ,그 밖의 조립세트와 조립식 완구
950300,9503003300,topobo block sets passive parts ,
950300,9503003300,genies house ,
950300,9503003300,plastic toy city fire fire rescue team ,
950300,9503003300,classroom kittints tegu blocks pieces ,
950300,9503003300,genies vehicle ,
950300,9503003300,magic crestix ,
950300,9503003300,educational robotkit robo tami creative ,
950300,9503003300,genies furniture ,
950300,9503003300,mbot mbot blue ,
950300,9503003300,plastic toy patriot airdefense missile patriot missile ,
950300,9503003300,educational toys ginimag ,
950300,9503003300,puzzle sphere china globe ,
950300,9503003300,educational toys number transformer ,
950300,9503003300,constructional toys military oxford ,
950300,9503003300,puzzle eiffel tower ,
950300,9503003300,plastic toypolydron ,
950300,9503003300,educational toys ginimag ,
950300,9503003300,educational toys ginimag ,
950300,9503003300,toy blocktwipea basic set ,
950300,9503003300,toy blockmoduda paper block ,
950300,9503003300,neuron inventor kit ,
950300,9503003300,plastic toy pcs joint block set ,
950300,9503003300,exclusive wooden toys dir baudieras ,
950300,9503003300,pop-block caterpillar ,
950300,9503003300,plastic toy swat car police commando ,
950300,9503003300,plastic toy city project mecca urban construction projects ,
950300,9503003300,wooden toypuzzle math museum three-colored vinci bridge ,
950300,9503003300,toy blocktwipea starter kit ,
950300,9503003300,artec robo training block set artek edu block ,
950300,9503003411,stuffed toys textile materials wrestling ,
950300,9503003411,moore talk doll ,
950300,9503003411,dikinmon mini ,
950300,9503003411,cat toy cat cushion ,
950300,9503003411,boss mini doll bosmini ,
950300,9503003411,led bear ,
950300,9503003411,fuzzy sound vibrationelephant vibration doll ,
950300,9503003411,singamajigs ,
950300,9503003411,fisherprice ocean wonders glow seahorse ,
950300,9503003411,assorted pillow chums pillow type ,
950300,9503003411,stuffed toys textile materials ,
950300,9503003411,hobi hobi cool guy ,
950300,9503003419,standing pororo ,
950300,9503003419,plastic toys collecta miniature hippopotamus ,
950300,9503003419,kizcarnival animal rubber toy setkizcarnival big squirrel ,
950300,9503003419,toy plastics line friends ,
950300,9503003419,smiski minifigure ,
950300,9503003419,kizcarnival animal rubber toy setkizcarnival little squirrel ,
950300,9503003491,textile material ,방직용 섬유재료로 만든 것
950300,9503003491,toddler pororo ,
950300,9503003491,walking maltese leash princess maltese ,
950300,9503003491,toysfur furby ,
